plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Watermelon- Charleston Grey,Citrullus lanatus,vegetable,Summer vine fruit; Large fruit to 15kg; Sweet juicy flesh,85-100 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Sweet juicy flesh; Excellent flavour; Sweet,"Discover the joy of growing **Watermelon - Charleston Grey** (*Citrullus lanatus*), a delightful summer vine fruit that promises abundant harvests. This **early-producing, open-pollinated variety**, developed in 1954, yields impressively **large, oblong fruits** that typically weigh between *10-15kg*. Admire their attractive **grey-green skin** that encases wonderfully **sweet, juicy red flesh**. As a bonus, this plant **attracts beneficial insects** to your garden, contributing to a healthier ecosystem.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Charleston Grey_Citrullus lanatus/Watermelon- Charleston Grey_Citrullus lanatus_1.jpg; Watermelon- Charleston Grey_Citrullus lanatus/Watermelon- Charleston Grey_Citrullus lanatus_2.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","Corn, Sunflower, Marigold, Nasturtium, Oregano, Radish, Pole Beans","Potato, Cucumber, Squash, other Melons","Lettuce, Onion, Carrot, Beet"
Watermelon- Clay County,Citrullus lanatus,vegetable,Heirloom variety; Sweet yellow flesh; Large fruit,85-100 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Sweet yellow flesh; Excellent flavour,"Embark on a journey with **Watermelon - Clay County** (*Citrullus lanatus*), a treasured heirloom variety with roots in early 1900s Alabama. This exceptional plant produces **large fruits**, some exceeding a remarkable *20kg*, boasting **sweet and juicy yellow flesh** and distinctive **tan seeds**. The captivating **green to grey striped skin** adds to its unique charm. Like other watermelons, it also **attracts beneficial insects**, making it a valuable addition to any garden.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Clay County_Citrullus lanatus/Watermelon- Clay County_Citrullus lanatus_1.jpg; Watermelon- Clay County_Citrullus lanatus/Watermelon- Clay County_Citrullus lanatus_2.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","Corn, Sunflower, Marigold, Nasturtium, Oregano, Radish, Pole Beans","Potato, Cucumber, Squash, other Melons","Lettuce, Onion, Carrot, Beet"
Watermelon- Golden Honey,Citrullus lanatus,vegetable,Heirloom variety; Sweet golden-yellow flesh; Fruits weigh approximately 10kg each,85 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Sweet golden-yellow flesh; Excellent flavour; Sweet,"Experience the unique allure of **Watermelon - Golden Honey** (*Citrullus lanatus*), a rare heirloom variety that brings a touch of sunshine to your garden. This **drought-tolerant** plant produces **round fruits**, measuring *25-30cm in diameter*, with **light green striped skin**. Prepare to be delighted by the **sweet, crisp, and juicy golden-yellow flesh** and **black seeds**. It's ***perfect for adding a vibrant splash of color to fruit salads*** or creating stunning, colorful platters when paired with red-fleshed watermelons.",Drought tolerant; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Golden Honey_Citrullus lanatus/Watermelon- Golden Honey_Citrullus lanatus_1.jpg; Watermelon- Golden Honey_Citrullus lanatus/Watermelon- Golden Honey_Citrullus lanatus_2.jpg; Watermelon- Golden Honey_Citrullus lanatus/Watermelon- Golden Honey_Citrullus lanatus_3.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","marigold, nasturtium, oregano, borage, corn, bush beans, peas, radish","potatoes, cucumber, pumpkin, squash, fennel","lettuce, carrots, onions, tomatoes, peppers, spinach"
Watermelon- Jubilee,Citrullus lanatus,vegetable,Large fruit to 18kg; Excellent flavour,90 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Excellent flavour,"**Watermelon- Jubilee** (*Citrullus lanatus*) is a popular summer vine fruit that's a fantastic choice for warmer climates. This variety is renowned for producing **large, oblong fruits** that can reach an impressive *18kg*! You'll recognize them by their **striped green skin** and **dark red flesh**, which offers an **excellent flavor** with a delightful **crisp texture**. Beyond its culinary appeal, this watermelon variety also **attracts beneficial insects** to your garden.",Attracts beneficial insects; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Jubilee_Citrullus lanatus/Watermelon- Jubilee_Citrullus lanatus_1.jpg; Watermelon- Jubilee_Citrullus lanatus/Watermelon- Jubilee_Citrullus lanatus_2.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","marigold, nasturtium, oregano, borage, corn, bush beans, peas, radish","potatoes, cucumber, pumpkin, squash, fennel","lettuce, carrots, onions, tomatoes, peppers, spinach"
Watermelon- Moon and Stars,Citrullus vulgaris,vegetable,Summer vine fruit; Large fruit to 9kg; Attractive green skin with yellow spots,100 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Excellent flavour; Sweet,"**Watermelon- Moon and Stars** (*Citrullus vulgaris*) is a truly **unique and attractive heirloom** summer vine fruit, first introduced in the 1920s. This variety yields **large fruits** up to *9kg*, distinguished by their **dark green skin adorned with small yellow specks** and occasional larger yellow spots, reminiscent of a starry night sky. Its **sweet red flesh** is a delicious reward, and even the leaves share the characteristic yellow speckling. This **historic variety** is also **suitable for container growing**, bringing its celestial beauty to smaller spaces.",Container growing,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Moon and Stars_Citrullus vulgaris/Watermelon- Moon and Stars_Citrullus vulgaris_1.jpg; Watermelon- Moon and Stars_Citrullus vulgaris/Watermelon- Moon and Stars_Citrullus vulgaris_2.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","marigold, nasturtium, oregano, borage, corn, bush beans, peas, radish","potatoes, cucumber, pumpkin, squash, fennel","lettuce, carrots, onions, tomatoes, peppers, spinach"
Watermelon- Mountain Sweet Yellow,Citrullus lanatus,vegetable,Summer vine fruit; Large elongated fruit to 10kg; Very sweet yellow flesh,100 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,[Set as my climate](https://www.theseedcollection.com.au/Watermelon-Mountain-Sweet-Yellow-p#); Very sweet yellow flesh; [Description](https://www.theseedcollection.com.au/Watermelon-Mountain-Sweet-Yellow-p#facts); [How To Grow](https://www.theseedcollection.com.au/Watermelon-Mountain-Sweet-Yellow-p#grow); [Shipping](https://www.theseedcollection.com.au/Watermelon-Mountain-Sweet-Yellow-p#shipping),"Discover the delightful **Watermelon- Mountain Sweet Yellow** (*Citrullus lanatus*), a highly productive summer vine fruit that's a gardener's dream. This variety produces **large, elongated fruits** weighing up to *10kg*, featuring **dark green skin with lighter green stripes**. Prepare for a taste sensation with its **very sweet yellow to orange flesh**, boasting a **honey-like flavor** and a wonderfully **crunchy, juicy texture**. As a bonus, this watermelon **attracts beneficial insects**, contributing to a healthier garden ecosystem.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Mountain Sweet Yellow_Citrullus lanatus/Watermelon- Mountain Sweet Yellow_Citrullus lanatus_1.jpg; Watermelon- Mountain Sweet Yellow_Citrullus lanatus/Watermelon- Mountain Sweet Yellow_Citrullus lanatus_2.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","marigold, nasturtium, oregano, borage, corn, bush beans, peas, radish","potatoes, cucumber, pumpkin, squash, fennel","lettuce, carrots, onions, tomatoes, peppers, spinach"
Watermelon- Sweet Siberian,Citrullus lanatus,vegetable,"Apricot coloured flesh; Fast maturing, early harvest; Sweet, juicy fragrant flesh",85 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,"[Set as my climate](https://www.theseedcollection.com.au/watermelon-sweet-siberian-p#); Fast maturing, early harvest; Sweet, juicy fragrant flesh; [Description](https://www.theseedcollection.com.au/watermelon-sweet-siberian-p#facts); [How To Grow](https://www.theseedcollection.com.au/watermelon-sweet-siberian-p#grow)","**Watermelon - Sweet Siberian** (*Citrullus lanatus*) is a delightful choice for gardeners seeking an **early harvest** and **sweet, juicy fruit**, even in cooler climates. This variety, originating from Russia and popular in Canada, boasts **apricot-colored flesh** that is both **fragrant and delicious**. Its fast-maturing vines produce large, oblong fruits with green skins, capable of weighing up to *6kg*. Beyond its tasty yield, this watermelon variety is a friend to your garden, **attracting beneficial insects**.",Attracts beneficial insects,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Sweet Siberian_Citrullus lanatus/Watermelon- Sweet Siberian_Citrullus lanatus_1.jpg; Watermelon- Sweet Siberian_Citrullus lanatus/Watermelon- Sweet Siberian_Citrullus lanatus_2.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","marigold, nasturtium, oregano, borage, corn, bush beans, peas, radish","potatoes, cucumber, pumpkin, squash, fennel","lettuce, carrots, onions, tomatoes, peppers, spinach"
Watermelon- Tender Sweet,Citrillus lanatus,vegetable,"Heirloom variety; Sweet, tender orange flesh; Fruit weighs 10-15kg",68-86 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after last frost,10-14 days @ 27-31°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Tender Annual,"[Set as my climate](https://www.theseedcollection.com.au/watermelon-tender-sweet#); Sweet, tender orange flesh; [Description](https://www.theseedcollection.com.au/watermelon-tender-sweet#facts); [How To Grow](https://www.theseedcollection.com.au/watermelon-tender-sweet#grow); [Shipping](https://www.theseedcollection.com.au/watermelon-tender-sweet#shipping)","Discover the charm of **Watermelon - Tender Sweet** (*Citrillus lanatus*), an **heirloom variety** that promises a truly special treat. This watermelon delights with its **sweet, tender orange flesh**, offering a unique flavor experience. The fruits are substantial, growing up to *45cm long* and weighing between *10-15kg*. A key indicator of ripeness for this variety is a **dull, hollow sound** when tapped. As a bonus for the home gardener, it is **drought tolerant**, making it a resilient addition to your vegetable patch, perfect for various **culinary uses**.",Drought tolerant; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Tender Sweet_Citrillus lanatus/Watermelon- Tender Sweet_Citrillus lanatus_1.jpg; Watermelon- Tender Sweet_Citrillus lanatus/Watermelon- Tender Sweet_Citrillus lanatus_2.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","marigold, nasturtium, oregano, borage, corn, bush beans, peas, radish","potatoes, cucumber, pumpkin, squash, fennel","lettuce, carrots, onions, tomatoes, peppers, spinach"
Watermelon- Warpaint,Citrullus vulgaris,vegetable,Summer vine fruit; Juicy red flesh,90 days,75cm,20mm,"Full sun, moist well drained soil",Spring or after frost,10-14 days @ 27-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Excellent flavour; Sweet,"Experience the classic appeal of **Watermelon - Warpaint** (*Citrullus vulgaris*), also known as 'Crimson Sweet'. This **popular heirloom variety** is a **summer vine fruit** that delivers **juicy red flesh** with a **sweet flavor**. The large, round or oval fruits can reach up to *10kg* and are distinguished by their **yellow and green striped skin**. Not only does this watermelon store well, but it also offers **good disease resistance**, making it a reliable and rewarding choice for your garden. It's a fantastic option for **culinary use** and **attracts beneficial insects**.",Attracts beneficial insects; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Watermelon- Warpaint_Citrullus vulgaris/Watermelon- Warpaint_Citrullus vulgaris_1.jpg; Watermelon- Warpaint_Citrullus vulgaris/Watermelon- Warpaint_Citrullus vulgaris_2.jpg; Watermelon- Warpaint_Citrullus vulgaris/Watermelon- Warpaint_Citrullus vulgaris_3.jpg; Watermelon- Warpaint_Citrullus vulgaris/Watermelon- Warpaint_Citrullus vulgaris_4.jpg,"September, October, November, December","August, September, October, November, December","January, August, September, October, November, December","February, March, April, May, June, July, August, September, October, November","January, August, September, October, November, December","marigold, nasturtium, oregano, borage, corn, bush beans, peas, radish","potatoes, cucumber, pumpkin, squash, fennel","lettuce, carrots, onions, tomatoes, peppers, spinach"
White Currant,Ribes rubrum,vegetable,Long cropping season; Sweet-tart translucent white berries; Ornamental value,420 days,30cm,,"Full or part sun, moist well drained soil",Winter,,Close,Frost Hardy Perennial,Sweet-tart translucent white berries; Sweet and tender; Sweet tasting; Sweet edible pods,"**White Currant** (*Ribes rubrum*) is a **deciduous shrub** that offers a delightful harvest of **translucent white berries**, perfect for any home garden. These berries, a less pigmented cousin to red currants, are **slightly smaller and sweeter**, boasting a **sweet-tart flavor** that is a joy to eat fresh. With a **long cropping season**, these beauties ripen in autumn, making them **easy to pick** when ready. Not only are they **high in Vitamin C** and versatile for culinary uses like drinks, syrups, preserves, jams, jellies, and pies, but they also possess **ornamental value**, adding beauty to your landscape.",Culinary use,,White Currant_Ribes rubrum/White Currant_Ribes rubrum_1.jpg; White Currant_Ribes rubrum/White Currant_Ribes rubrum_2.jpg; White Currant_Ribes rubrum/White Currant_Ribes rubrum_3.jpg,"June, July, August","June, July, August",,,"June, July, August","chives, garlic, gooseberries, clover, marigold, lemon balm","white pine, fennel","strawberries, lettuce, spinach, thyme, oregano"
Wild Rocket,Diplotaxis tenuifolia,vegetable,Perennial 40cm; Stronger flavour than regular rocket; Good for salads and stir fries,50 days,40cm,3mm,"Part or full sun, well drained moist soil",Spring and autumn,6-10 days @ 15-20°C,Sow direct or raise seedlings,Hardy Perennial,Stronger flavour than regular rocket; Best flavour of the common thyme varieties; Excellent flavour,"**Wild Rocket** (*Diplotaxis tenuifolia*) is a **perennial** herb that reaches about *40cm* in height, bringing a **stronger, more pungent peppery flavor** than regular rocket. Its **deeply serrated leaves** are a fantastic addition to **salads**, offering a zesty kick, and are also **excellent for stir-fries**, making it a popular choice in Italian cuisine. This adaptable plant can even be **grown in containers** and is perfect for harvesting as **baby leaf**.",Container growing,"Open pollinated, untreated, non-GMO variety of seed",Wild Rocket_Diplotaxis tenuifolia/Wild Rocket_Diplotaxis tenuifolia_1.jpg; Wild Rocket_Diplotaxis tenuifolia/Wild Rocket_Diplotaxis tenuifolia_2.jpg,"February, March, September, October, November","February, March, August, September, October, November","March, April, May, June, July, August, September, October",,"March, April, May, August, September, October, November","onion, garlic, mint, rosemary, thyme, lettuce, bush beans, nasturtium","cabbage, broccoli, kale, cauliflower, fennel, strawberries","carrots, beets, radishes, peas, tomatoes, peppers"
Winged Bean,Psophocarpus tetragonolobus,vegetable,"Tropical vine; Tasty green ""winged"" pods; Edible green leaves",120-240 days,25cm,20mm,"Full sun, moist soil",Mid-Spring and summer,7-21 days @ 25-30°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost tender Perennial (grown as an annual in cool climates),Fast growing,"The **Winged Bean** (*Psophocarpus tetragonolobus*) is a **frost-tender perennial** that thrives as a **tall climbing vine**, reaching up to *300cm*, though often grown as an annual. Best suited for **warm and tropical climates**, it can be coaxed to grow in cooler regions with extra care. This vine produces **delicious green ""winged"" pods** with a **crunchy texture** and an **asparagus-like flavor**, wonderful both raw and cooked. Beyond the pods, its **green leaves are edible**, comparable to spinach, and its **flowers and roots are also edible**, making this a truly ***versatile and rewarding tropical vine***.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Winged Bean_Psophocarpus tetragonolobus/Winged Bean_Psophocarpus tetragonolobus_1.jpg; Winged Bean_Psophocarpus tetragonolobus/Winged Bean_Psophocarpus tetragonolobus_2.jpg,"November, December","November, December","January, November, December","January, April, May, June, November, December","January, November, December","corn, squash, cucumber, lettuce, spinach, marigold, nasturtium","onion, garlic, chives, leeks, fennel, beets","tomatoes, peppers, eggplant, carrots, most herbs"
Winged Pea,Lotus tetragonolobus,vegetable,Annual to 30cm; Red flowers; Asparagus Pea,60-80 days,20cm,20mm,"Full sun, moist soil",Spring to early summer,7-21 days @ 15-20°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Half hardy Annual,Flavour is oyster-like; Excellent flavour; Sweet flavour; Sweet and tart flavour,"**Winged Pea** (*Lotus tetragonolobus*) is a delightful annual vegetable that brings a touch of the Mediterranean to your garden. This **low-growing plant** reaches a height of about *30cm*, forming a compact, spreading habit. Its **striking deep red flowers** are a beautiful prelude to the unique, **winged-shaped seed pods**. Harvest these pods when they are just *2cm long* for a treat that can be enjoyed **raw or cooked**, offering a distinct **asparagus-like flavor**. Also known as ""Asparagus Pea"" or ""Winged Lotus,"" this versatile plant's roasted seeds can even be used as a coffee substitute, making it a truly special addition to your culinary garden.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Winged Pea_Lotus tetragonolobus/Winged Pea_Lotus tetragonolobus_1.jpg; Winged Pea_Lotus tetragonolobus/Winged Pea_Lotus tetragonolobus_2.jpg; Winged Pea_Lotus tetragonolobus/Winged Pea_Lotus tetragonolobus_3.jpg,"October, November, December","January, September, October, November, December","January, February, March, August, September, October, November, December","March, April, May, June","January, February, March, August, September, October, November, December","corn, lettuce, carrots, radish, squash, rosemary","onion, garlic, chives, fennel","tomato, pepper, bush beans, spinach"
Winter Squash- Delicata,Cucurbita pepo,vegetable,Striped cyclindrical fruit; Flavour similar to sweet potato; Perfect for baking,90-100 days,100cm,15mm,"Full sun, moist well drained soil",Spring and summer,8-12 days @ 21-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Flavour similar to sweet potato; Excellent flavour; Nutty flavour; Sweet orange flesh,"Discover the charm of **Winter Squash - Delicata** (*Cucurbita pepo*), an heirloom variety gracing gardens since *1891*. This **vigorous vine** produces an abundance of **cream-colored, cylindrical fruit**, each beautifully adorned with **green or orange stripes** and growing up to *15cm long*. What makes the Delicata squash truly special is its **delicate skin**, which is entirely edible, and its **sweet, rich orange flesh** that boasts a flavor remarkably **similar to sweet potato**. It's **perfect for baking**, offering a delightful taste experience. You might also know it by its charming nicknames: 'Bohemian squash', 'peanut squash', or 'sweet potato squash'.",,"Open pollinated, untreated, non-GMO variety of seed",Winter Squash- Delicata_Cucurbita pepo/Winter Squash- Delicata_Cucurbita pepo_1.jpg; Winter Squash- Delicata_Cucurbita pepo/Winter Squash- Delicata_Cucurbita pepo_2.jpg; Winter Squash- Delicata_Cucurbita pepo/Winter Squash- Delicata_Cucurbita pepo_3.jpg; Winter Squash- Delicata_Cucurbita pepo/Winter Squash- Delicata_Cucurbita pepo_4.jpg,"October, November, December","September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July, August, September","January, February, March, August, September, October, November, December","corn, beans, peas, nasturtium, marigold, oregano, borage","potato, fennel, cabbage family, other large vining crops","lettuce, carrots, beets, onion"
Winter Squash- Guatemalan Blue Banana,Cucurbita maxima,vegetable,"Heirloom variety; Highly productive; Orange flesh with a sweet, nutty flavour",90 days,60cm,20mm,"Full sun, moist well drained soil",Spring or after frost,8-12 days @ 21-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,"Orange flesh with a sweet, nutty flavour; Excellent flavour; Nutty flavour; Sweet orange flesh; Very sweet flavour","Embark on a flavor journey with the **Winter Squash - Guatemalan Blue Banana** (*Cucurbita maxima*), a treasured heirloom variety with roots in Central and South America. This **highly productive vine** yields impressively long, cylindrical fruits, reaching up to *50cm*, distinguished by their **dark blue skin** subtly marked with lighter stripes. Inside, you'll find **vibrant orange flesh** that offers a **sweet, nutty flavor**, reminiscent of butternut pumpkin. It's **excellent for baking or roasting** and boasts a **superb storage quality**, ensuring you can savor its deliciousness long after harvest.",,"Open pollinated, untreated, non-GMO variety of seed",Winter Squash- Guatemalan Blue Banana_Cucurbita maxima/Winter Squash- Guatemalan Blue Banana_Cucurbita maxima_1.jpg; Winter Squash- Guatemalan Blue Banana_Cucurbita maxima/Winter Squash- Guatemalan Blue Banana_Cucurbita maxima_2.jpg; Winter Squash- Guatemalan Blue Banana_Cucurbita maxima/Winter Squash- Guatemalan Blue Banana_Cucurbita maxima_3.jpg,"October, November, December","September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July, August, September","January, February, March, August, September, October, November, December","corn, beans, peas, nasturtium, marigold, oregano, borage","potato, fennel, cabbage family, other large vining crops","lettuce, carrots, beets, onion"
Winter Squash- Kakai,Cucurbita pepo,vegetable,Can be left to mature and used as a small pumpkin; Compact vine; African Heirloom variety,100 days,50cm,15mm,"Full sun, moist well drained soil",Spring and summer,5-10 days @ 21-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Compact vine; Excellent flavour; Nutty flavour; Sweet orange flesh,"Discover the **Kakai Winter Squash** (*Cucurbita pepo*), a unique African heirloom variety that offers more than just a beautiful display. This **compact vine** boasts a semi-bushy habit and produces charming small fruits adorned with **orange and green stripes**. While the fruit itself is edible, its true treasure lies within: **hull-less seeds**, also known as pepitas, that are ready to eat without any shucking! These seeds are a **highly nutritious snack**, perfect for salting and roasting, making the Kakai a delightful addition to your garden and your pantry.",,"Open pollinated, untreated, non-GMO variety of seed",Winter Squash- Kakai_Cucurbita pepo/Winter Squash- Kakai_Cucurbita pepo_1.jpg; Winter Squash- Kakai_Cucurbita pepo/Winter Squash- Kakai_Cucurbita pepo_2.jpg,"October, November, December","September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July, August, September","January, February, March, August, September, October, November, December","corn, beans, peas, nasturtium, marigold, oregano, borage","potato, fennel, cabbage family, other large vining crops","lettuce, carrots, beets, onion"
Winter Squash- Musquee de Maroc,Cucurbita moschata,vegetable,Fabulously warted!; A mix of round and bell-shaped fruits; Aromatic orange flesh,90-100 days,100cm,20mm,"Full sun, moist well drained soil",Spring or after frost,8-12 days @ 21-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Excellent flavour; Sweet; Nutty flavour,"Embark on a culinary adventure with the **Musquee de Maroc Winter Squash** (*Cucurbita moschata*), a variety celebrated for its **fabulously warted** fruits and aromatic flesh. This Moroccan treasure, now gracing gardens in Australia and America, yields large fruits weighing *2-5kg*. Each fruit is a work of art, displaying a fascinating mix of round and bell shapes with **terracotta-colored skin** that ripens to a spectrum of greens, browns, and blues, often highlighted by **contrasting warts**. Its **sweet, aromatic orange flesh** is incredibly versatile, making it ideal for soups, baking, roasting, and stews, and it boasts **excellent storage qualities**. Plus, the vines show **tolerance to powdery mildew**, adding to their garden appeal.",,"Open pollinated, untreated, non-GMO variety of seed",Winter Squash- Musquee de Maroc_Cucurbita moschata/Winter Squash- Musquee de Maroc_Cucurbita moschata_1.jpg; Winter Squash- Musquee de Maroc_Cucurbita moschata/Winter Squash- Musquee de Maroc_Cucurbita moschata_2.jpg; Winter Squash- Musquee de Maroc_Cucurbita moschata/Winter Squash- Musquee de Maroc_Cucurbita moschata_3.jpg,"October, November, December","September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July, August, September","January, February, March, August, September, October, November, December","corn, beans, peas, nasturtium, marigold, oregano, borage","potato, fennel, cabbage family, other large vining crops","lettuce, carrots, beets, onion"
Winter Squash- North Georgia Candy Roaster,Cucurbita maxima,vegetable,"Rare heirloom variety; Large fruit up to 4.5kg; Suitable for baking, frying, stuffing or pureeing",90-100 days,100cm,15mm,"Full sun, moist well drained soil",Spring and summer,8-12 days @ 21-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,Excellent flavour; Sweet; Nutty flavour,"Unearth the charm of the **North Georgia Candy Roaster Winter Squash** (*Cucurbita maxima*), a **rare heirloom variety** of 'banana' squash originating from the southeastern United States. This **trailing vine** produces impressive, **large cylindrical fruits** that can weigh up to *4.5kg*. The fruit's **pink skin** is beautifully accented by a **distinctive blue tip**, while its **smooth orange flesh** is wonderfully **sweet**. It's a gardener's dream for its versatility, being perfectly **suitable for baking, frying, stuffing, pureeing, or crafting delicious pies**. With the ability to **store for up to 5 months**, this heirloom is a true gem for any home grower.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Winter Squash- North Georgia Candy Roaster_Cucurbita maxima/Winter Squash- North Georgia Candy Roaster_Cucurbita maxima_1.jpg; Winter Squash- North Georgia Candy Roaster_Cucurbita maxima/Winter Squash- North Georgia Candy Roaster_Cucurbita maxima_2.jpg; Winter Squash- North Georgia Candy Roaster_Cucurbita maxima/Winter Squash- North Georgia Candy Roaster_Cucurbita maxima_3.jpg,"October, November, December","September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July, August, September","January, February, March, August, September, October, November, December","corn, beans, peas, nasturtium, marigold, oregano, borage","potato, fennel, cabbage family, other large vining crops","lettuce, carrots, beets, onion"
Winter Squash- Thelma Sanders,Cucurbita pepo,vegetable,"Heirloom variety; Highly productive; Orange flesh with a sweet, nutty flavour",90 days,60cm,20mm,"Full sun, moist well drained soil",Spring or after frost,8-12 days @ 21-35°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost tender Annual,"Orange flesh with a sweet, nutty flavour; Excellent flavour; Nutty flavour; Sweet orange flesh","Discover the charm of **Winter Squash - Thelma Sanders** (*Cucurbita pepo*), a treasured **heirloom variety** with a rich history. This Missouri native boasts **highly productive vines** that yield creamy orange, acorn-shaped fruits, each about *20cm long* and beautifully ridged. Prepare to be delighted by the **light orange flesh**, which offers a **sweet, nutty flavor** and a wonderfully **buttery texture**, making it perfect for roasting, mashing, or stuffing. This exceptional squash, also known as 'Thelma Sanders Sweet Potato', stores well and carries a legacy of being passed down through families before its reintroduction in 1988.",,"Open pollinated, untreated, non-GMO variety of seed",Winter Squash- Thelma Sanders_Cucurbita pepo/Winter Squash- Thelma Sanders_Cucurbita pepo_1.jpg; Winter Squash- Thelma Sanders_Cucurbita pepo/Winter Squash- Thelma Sanders_Cucurbita pepo_2.jpg,"October, November, December","September, October, November, December","January, February, March, August, September, October, November, December","February, March, April, May, June, July, August, September","January, February, March, August, September, October, November, December","corn, beans, peas, nasturtium, marigold, oregano, borage","potato, fennel, cabbage family, other large vining crops","lettuce, carrots, beets, onion"
