plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period,beneficial_companions,harmful_companions,neutral_companions
Statice- German,Goniolimon tataricum,flower,Perennial 40cm; Silver grey flowers; Fresh or dried cut flower,150 days,25cm,1mm,"Part or full sun, light sandy well drained soil",Spring and autumn,7-14 days @ 18-22°C,Sow direct or raise seedlings,Frost Hardy Perennial,Refreshing flavour,"**Statice - German** (*Goniolimon tataricum*) is a charming herbaceous perennial that reaches about **40cm in height**. It forms a neat basal rosette of rounded, pale green leaves, from which wiry flower stems rise *30-40cm tall*. Throughout summer and autumn, these stems are covered in numerous sprays of delicate **silver-white to very light pink flowers**. This variety is **excellent for rockeries, mass plantings, and borders**, and it has the added benefit of **attracting bees and butterflies** to your garden. Commercially valued as a cut flower, it looks lovely fresh or dried, and is **salt and drought tolerant once established**. Also called Tartarian Statice or Tartarian Sea-Lavender, it's a wonderful choice for ornamental use.",White/Cream Flowers; Attracts beneficial insects; Cut flowers; Rockeries; Borders; Beds; Drought tolerant; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Statice- German_Goniolimon tataricum/Statice- German_Goniolimon tataricum_1.jpg; Statice- German_Goniolimon tataricum/Statice- German_Goniolimon tataricum_2.jpg; Statice- German_Goniolimon tataricum/Statice- German_Goniolimon tataricum_3.jpg,"February, March, April, September, October","February, March, April, May, June, July, August, September","March, April, May, June, July","March, April, May, June, July","March, April, May, June, July","sedum, lavender, yarrow, thyme, rosemary, echinacea","hosta, fern, astilbe, impatiens, plants requiring moist soil","zinnia, marigold, cosmos, tomato, pepper"
Statice- Midnight Blue,Limonium sinuatum,flower,Perennial 80cm; Great for cut and dried flowers; Deep blue-purple flowers,150 days,40cm,5mm,"Full sun, light sandy well drained soil",Spring and autumn,7-14 days @ 22-24°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Perennial (usually grown as an annual),,"**Statice - Midnight Blue** (*Limonium sinuatum*) is a stunning perennial, typically grown as an annual, that reaches **80cm in height**. Its plants develop a basal rosette of leathery, rounded foliage, from which emerge long, angular stems. These stems are crowned with sprays of small, **deep blue-purple flowers** that are truly captivating. These blooms are ***exceptional for cut flowers***, holding their color remarkably well whether used fresh or dried in arrangements. They are also **drought tolerant once established**, making them a resilient and beautiful choice for **beds and borders**. Known also as Wavyleaf Sea Lavender and Annual Statice, this variety offers a rich, ornamental appeal.",Blue Flowers; Purple/Violet Flowers; Cut flowers; Borders; Beds; Drought tolerant; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Statice- Midnight Blue_Limonium sinuatum/Statice- Midnight Blue_Limonium sinuatum_1.jpg; Statice- Midnight Blue_Limonium sinuatum/Statice- Midnight Blue_Limonium sinuatum_2.jpg; Statice- Midnight Blue_Limonium sinuatum/Statice- Midnight Blue_Limonium sinuatum_3.jpg,"February, March, April, September, October","February, March, April, May, June, July, August, September","March, April, May, June, July","March, April, May, June, July","March, April, May, June, July","yarrow, coneflower, black-eyed susan, globe thistle, lavender, sage","hosta, fern, astilbe, impatiens, plants requiring moist soil","zinnia, marigold, cosmos, tomato, pepper"
Statice- Pacific Mixed,Limonium sinuatum,flower,Annual 80cm; Good as a cut and dried flower; Nice range of colour,150 days,40cm,6mm,"Full sun, light sandy well drained soil",Spring and autumn,7-14 days @ 22-24°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy once established Perennial (usually grown as an annual),,"**Statice - Pacific Mixed** (*Limonium sinuatum*) is a vibrant annual that reaches an impressive *80cm* in height, offering a beautiful range of colors including violet, white, pink, and purple. These charming flowers are **excellent for cutting and drying**, holding their color exceptionally well, making them a popular choice for dried arrangements. Their upright growth habit also makes them a **lovely addition to borders**, bringing a splash of long-lasting color to your garden.",mixed Flowers; Cut flowers; Borders; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Statice- Pacific Mixed_Limonium sinuatum/Statice- Pacific Mixed_Limonium sinuatum_1.jpg; Statice- Pacific Mixed_Limonium sinuatum/Statice- Pacific Mixed_Limonium sinuatum_2.jpg,"February, March, April, September, October","February, March, April, May, June, July, August, September","March, April, May, June, July","March, April, May, June, July","March, April, May, June, July","Lavender, Yarrow, Salvia, Echinacea, Rosemary, Thyme","Hosta, Ferns, Impatiens, Astilbe","Zinnia, Cosmos, Marigold, Tomato, Pepper"
Statice- Petite Bouquet,Limonium sinuatum,flower,Perennial (usually grown as an annual) 30cm; Dwarf variety suited to container growing; Mix of flower colours,150 days,20cm,6mm,"Full sun, light sandy well drained soil",Spring and autumn,7-14 days @ 22-24°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy once established Perennial (usually grown as an annual),,"**Statice - Petite Bouquet** (*Limonium sinuatum*) is a delightful dwarf variety, perfect for smaller spaces and container gardening. Growing to a compact *30cm*, this perennial, typically grown as an annual, produces clusters of small flowers in a charming mix of light and dark purple, white, yellow, and pink. These blooms are **fantastic for cutting and drying**, retaining their color beautifully for arrangements. As a **drought-tolerant** plant that thrives even in poor soils, it's also a **low-maintenance choice** for the front of borders, containers, or rockeries, and it **attracts beneficial bees** to your garden.",mixed Flowers; Container growing; Attracts beneficial insects; Cut flowers; Borders; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Statice- Petite Bouquet_Limonium sinuatum/Statice- Petite Bouquet_Limonium sinuatum_1.jpg; Statice- Petite Bouquet_Limonium sinuatum/Statice- Petite Bouquet_Limonium sinuatum_2.jpg,"February, March, April, September, October","February, March, April, May, June, July, August, September","March, April, May, June, July","March, April, May, June, July","March, April, May, June, July","Lavender, Yarrow, Salvia, Echinacea, Rosemary, Thyme","Hosta, Ferns, Impatiens, Astilbe","Zinnia, Cosmos, Marigold, Tomato, Pepper"
Statice- Twilight Lilac,Limonium sinuatum,flower,Perennial (usually grown as an annual) 80cm; Lilac coloured flowers; Use fresh or dried in floristry,150 days,40cm,6mm,"Full sun, light sandy well drained soil",Spring and autumn,7-14 days @ 22-24°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy once established Perennial (usually grown as an annual),,"**Statice - Twilight Lilac** (*Limonium sinuatum*) offers a sophisticated splash of color with its beautiful lilac blooms. This perennial, usually cultivated as an annual, grows to *80cm* and is ***perfect for both fresh and dried floral arrangements***. The flowers are known for their **excellent color retention when cut**, making them a florist's favorite. Thriving in various garden settings, from the front of borders and cottage gardens to containers and rockeries, this **drought-tolerant** variety also **attracts bees**, adding life and beauty to your landscape.",Purple/Violet Flowers; Container growing; Attracts beneficial insects; Cut flowers; Borders; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Statice- Twilight Lilac_Limonium sinuatum/Statice- Twilight Lilac_Limonium sinuatum_1.jpg; Statice- Twilight Lilac_Limonium sinuatum/Statice- Twilight Lilac_Limonium sinuatum_2.jpg; Statice- Twilight Lilac_Limonium sinuatum/Statice- Twilight Lilac_Limonium sinuatum_3.jpg,"February, March, April, September, October","February, March, April, May, June, July, August, September","March, April, May, June, July","March, April, May, June, July","March, April, May, June, July","Lavender, Yarrow, Salvia, Echinacea, Rosemary, Thyme","Hosta, Ferns, Impatiens, Astilbe","Zinnia, Cosmos, Marigold, Tomato, Pepper"
"Stock, Evening Scented",Matthiola bicornis,flower,Annual 50cm; Night Scented Stock; Attracts butterflies,90-120 days,30cm,3mm,"Full sun, moist well drained soil",Spring and autumn,5-21 days @ 12-18°C,Sow direct or raise seedlings,Hardy Annual,,"**Stock, Evening Scented** (*Matthiola bicornis*) is a delightful annual that reaches *50cm* in height, offering a unique sensory experience for your garden. Its grey-green leaves provide a subtle backdrop for the **small lilac flowers** that unfurl in the evening, releasing a **sweet fragrance** that perfumes the night air. This charming plant is **perfect for beds and borders**, and its allure extends to **attracting butterflies** and other **beneficial insects**, making it a wonderful addition for both beauty and ecological benefit.",Purple/Violet Flowers; Attracts beneficial insects; Borders; Beds; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Stock Evening Scented_Matthiola bicornis/Stock Evening Scented_Matthiola bicornis_1.jpg; Stock Evening Scented_Matthiola bicornis/Stock Evening Scented_Matthiola bicornis_2.jpg,"February, March, April, September, October, November","February, March, April, May, September, October","February, March, April",,,"Nicotiana, Moonflower, Petunia, Lettuce, Carrots","Cabbage, Broccoli, Kale, Cauliflower, Radish","Zinnia, Marigold, Cosmos, Tomato, Peppers"
"Stock, Virginian- Spring Sparkle",Malcolmia maritima,flower,Annual 20cm; Rose pink flowers fading to light lilac blue; Suited to bedding and mass planting,100 days,15cm,6mm,"Part or full sun, moist soil","Spring, summer and autumn",10-15 days @ 15-18°C,Sow direct or raise seedlings,Hardy Annual,,"**Stock, Virginian- Spring Sparkle** (*Malcolmia maritima*) is an easy-to-grow annual that matures to about *20cm*, bringing a **burst of multi-coloured blooms** to your garden. Its low-growing, spreading habit and green-grey foliage create a lovely groundcover. The flowers, initially a **vibrant rose pink**, gracefully fade to a **soft lilac blue**, appearing along the stems for a prolonged display. This versatile plant is **ideal for bedding, mass planting, borders, edging, pathways, and containers**, and also makes a **charming cut flower**.",Multi-Coloured Flowers; Container growing,"Open pollinated, untreated, non-GMO variety of seed",Stock Virginian- Spring Sparkle_Malcolmia maritima/Stock Virginian- Spring Sparkle_Malcolmia maritima_1.jpg,"January, February, March, April","January, February, March, April, May","March, April, May",,,"Alyssum, Tomato, Pepper, Tulip, Daffodil","Cabbage, Broccoli, Kale, Turnip, Kohlrabi","Petunia, Pansy, Lobelia, Lettuce, Spinach"
Stock- Column Illusion Red,Matthiola incana,flower,Annual to 75cm; Sweetly scented red flowers; Excellent cut flower,140 days,30,3mm,"Full sun, moist well-drained soil",Mid-summer and autumn,10-14 days @ 20-24°C,Sow direct or raise seedlings,Hardy Annual,Sweetly scented red flowers; Excellent cut flower,"**Stock- Column Illusion Red** (*Matthiola incana*) is an impressive annual that grows up to *75cm*, showcasing **sweetly scented, red flowers** densely arranged on single stems. A true **old-fashioned cottage garden staple**, this stock variety brings classic charm and **ornamental beauty** to any space. It is **exceptionally well-suited for containers**, and its long-lasting blooms make it an **excellent cut flower**, allowing you to bring its delightful fragrance and striking color indoors. This variety is also a great choice for **borders and beds**.",Container growing; Cut flowers; Borders; Beds; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Stock- Column Illusion Red_Matthiola incana/Stock- Column Illusion Red_Matthiola incana_1.jpg; Stock- Column Illusion Red_Matthiola incana/Stock- Column Illusion Red_Matthiola incana_2.jpg,"January, February, March, April","January, February, March, April, May","March, April, May",,,"Rose, Snapdragon, Delphinium, Salvia, Lavender","Cabbage, Broccoli, Kale, Cauliflower, Brussels Sprouts","Zinnia, Cosmos, Petunia, Marigold, Parsley"
Stock- Dwarf 10-week Mix,Matthiola incana,flower,"Annual, 35cm; Dwarf variety; Fast-growing",70 days,20cm,3mm,"Full sun, moist well drained soil","Spring, summer and autumn",10-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Fast-growing,"**Stock - Dwarf 10-week Mix** (*Matthiola incana*) is a delightful **annual** that brings a burst of fragrance and color to your garden. Reaching a compact *35cm*, this **dwarf variety** is a **fast-growing** gem, perfect for adding charm to **bedding** and **borders**. You'll be rewarded with fragrant blooms in a lovely mix of white, pink, lavender, and purple, appearing as both single and double blossoms clustered on upright stems. In *good spring conditions*, these beauties will grace your garden with their presence just *10 weeks* after sowing, making them ideal for **short-stemmed cut flowers** that bring their sweet scent indoors.",mixed Flowers; Cut flowers; Borders; Beds; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Stock- Dwarf 10-week Mix_Matthiola incana/Stock- Dwarf 10-week Mix_Matthiola incana_1.jpg; Stock- Dwarf 10-week Mix_Matthiola incana/Stock- Dwarf 10-week Mix_Matthiola incana_2.jpg; Stock- Dwarf 10-week Mix_Matthiola incana/Stock- Dwarf 10-week Mix_Matthiola incana_3.jpg,"January, February, March, April","January, February, March, April, May","March, April, May",,,"Rose, Snapdragon, Delphinium, Salvia, Lavender","Cabbage, Broccoli, Kale, Cauliflower, Brussels Sprouts","Zinnia, Cosmos, Petunia, Marigold, Parsley"
Stock- Giant Column Pacific Crimson,Matthiola incana,flower,Annual to 75cm; Crimson pink flowers; Excellent cut flower,140 days,30cm,3mm,"Full sun, moist well drained soil",Mid-summer and autumn,10-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,Excellent cut flower,"**Stock - Giant Column Pacific Crimson** (*Matthiola incana*) is a striking **annual** that commands attention with its **crimson pink flowers**. Growing up to *75cm*, this variety boasts a captivating, **scented** display of deep crimson blooms that are densely arranged on single, upright stems. It thrives in **full sun** and is an excellent choice for **containers**, adding a vibrant splash of color to patios and balconies, as well as for creating a cottage garden feel. Its substantial stems make it an **excellent cut flower**, perfect for creating dramatic arrangements.",Red/Crimson Flowers; Container growing; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Stock- Giant Column Pacific Crimson_Matthiola incana/Stock- Giant Column Pacific Crimson_Matthiola incana_1.jpg; Stock- Giant Column Pacific Crimson_Matthiola incana/Stock- Giant Column Pacific Crimson_Matthiola incana_2.jpg,"January, February, March, April","January, February, March, April, May","March, April, May",,,"Rose, Snapdragon, Delphinium, Salvia, Lavender","Cabbage, Broccoli, Kale, Cauliflower, Brussels Sprouts","Zinnia, Cosmos, Petunia, Marigold, Parsley"
Stock- Giant Imperial Mixed,Matthiola incana,flower,Annual 60cm; Highly Scented; Large flowers,140 days,30cm,3mm,"Full sun, moist well drained soil",Mid-summer and autumn,7-14 days @ 20-22°C,Sow direct or raise seedlings,Hardy Annual,,"**Stock - Giant Imperial Mixed** (*Matthiola incana*) is a magnificent **annual** that grows to *60cm*, offering a **highly scented** and visually impressive addition to any garden. This variety forms a **bush-like plant** with attractive *grey-green foliage*, from which emerge branches adorned with **large flowers** in a beautiful mix of purple shades. The sweet fragrance is a true delight, making it a wonderful choice for **beds** and **borders**. Its tall, single blooms also make it a superb option for **cut flowers**, allowing you to bring their enchanting scent and color into your home.",mixed Flowers; Cut flowers; Borders; Beds; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Stock- Giant Imperial Mixed_Matthiola incana/Stock- Giant Imperial Mixed_Matthiola incana_1.jpg; Stock- Giant Imperial Mixed_Matthiola incana/Stock- Giant Imperial Mixed_Matthiola incana_2.jpg,"January, February, March, April","January, February, March, April, May","March, April, May",,,"Rose, Snapdragon, Delphinium, Salvia, Lavender","Cabbage, Broccoli, Kale, Cauliflower, Brussels Sprouts","Zinnia, Cosmos, Petunia, Marigold, Parsley"
Stock- Virginian Mix,Malcolmia maritima,flower,"Annual 30cm; Highly Scented; Good for borders, edging and pathways",100 days,15cm,6mm,"Part or full sun, moist soil","Spring, summer and autumn",10-15 days @ 15-18°C,Sow direct or raise seedlings,Hardy Annual,,"**Stock - Virginian Mix** (*Malcolmia maritima*) is a delightful annual that grows to *30cm* tall, perfect for adding charm to your garden. This plant boasts a **low-growing, spreading habit** with attractive *green/grey foliage*. Its true magic lies in the stems covered with **tiny, highly scented flowers** in a beautiful mix of pastel shades. It's **exceptionally versatile**, making it ideal for **borders, edging, and pathways**, as well as **containers** and as a **cut flower**.",mixed Flowers; Container growing; Borders; Ornamental use; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Stock- Virginian Mix_Malcolmia maritima/Stock- Virginian Mix_Malcolmia maritima_1.jpg; Stock- Virginian Mix_Malcolmia maritima/Stock- Virginian Mix_Malcolmia maritima_2.jpg,"February, March, April, September, October, November","February, March, April, May, September, October","February, March, April",,,"Alyssum, Tomato, Pepper, Tulip, Daffodil","Cabbage, Broccoli, Kale, Turnip, Kohlrabi","Petunia, Pansy, Lobelia, Lettuce, Spinach"
Strawberry Tree,Arbutus unedo,flower,Evergreen tree to 7m; Edible fruit; Ornamental bark and flowers,3-5 years,3m,2mm,"Full or part sun, moist well drained soil",Spring,14-28 days @ 12-18°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost hardy Perennial,Flavour is oyster-like,"The **Strawberry Tree** (*Arbutus unedo*) is a stunning **evergreen tree** that can reach up to *7m* in height, gracing your garden with year-round interest. Its **dark green leaves** are complemented by **ornamental, stringy, cinnamon-colored bark**. In autumn and winter, it produces **clusters of dainty, white bell-shaped flowers**, which are then followed by **edible soft fruit**. These fruits, measuring *2cm* across, transform from green to orange and finally to a **bright red when ripe**. While they can be enjoyed raw, their **sweet-tart, tropical flavor** with hints of mango, apricot, peach, and guava makes them perfect for **jams, jellies, and sauces**. This tree is also suitable as a **small feature tree** or for **mixed hedges and borders**, thriving in *temperate and cold climates*.",Culinary use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Strawberry Tree_Arbutus unedo/Strawberry Tree_Arbutus unedo_1.jpg; Strawberry Tree_Arbutus unedo/Strawberry Tree_Arbutus unedo_2.jpg; Strawberry Tree_Arbutus unedo/Strawberry Tree_Arbutus unedo_3.jpg; Strawberry Tree_Arbutus unedo/Strawberry Tree_Arbutus unedo_4.jpg,"September, October, November",,,,,"heather, blueberry, azalea, rhododendron, thyme, oregano","alkaline-loving plants (e.g. lavender, lilac), heavy-feeding vegetables","daffodil, ferns, hosta, low-growing grasses"
Sturt's Desert Pea,Swainsona formosa,flower,Annual to 20cm; Australian Native Wildflower,135-150 days,150cm,1mm,"Full sun, well drained soil",Late spring to summer,4-10 days @ 20-32°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Frost Tender Annual,,"**Sturt's Desert Pea** (*Swainsona formosa*) is a captivating **annual wildflower** that grows to *20cm* and is a true icon of the Australian outback. Commonly found in **dry, arid conditions**, it thrives in **hot, dry inland environments** and **sandy soils**. This plant exhibits a **prostrate habit** with **very long tap roots**, allowing it to flourish where others might struggle. Its **grey to green leaves** provide a backdrop for the **large, vivid red flowers**, each featuring a striking **black, brown, or dark red center**, known as a boss. It's **fantastic as a cut flower** and is the floral emblem of South Australia. Sturt's Desert Pea loves **dry, warm climates**, **full sun**, and **sandy soils**, making it a **drought-tolerant** beauty. Remember that seeds of many native plants, including this one, may require specific pre-treatment and patience for germination.",Red/Crimson Flowers; Cut flowers; Drought tolerant; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Sturts Desert Pea_Swainsona formosa/Sturts Desert Pea_Swainsona formosa_1.jpg; Sturts Desert Pea_Swainsona formosa/Sturts Desert Pea_Swainsona formosa_2.jpg; Sturts Desert Pea_Swainsona formosa/Sturts Desert Pea_Swainsona formosa_3.jpg; Sturts Desert Pea_Swainsona formosa/Sturts Desert Pea_Swainsona formosa_4.jpg,"September, October, November",,,,,"drought-tolerant native grasses, kangaroo paw, everlasting daisy (Xerochrysum), saltbush","water-loving plants (e.g. mint, hosta), plants requiring rich, fertile soil","succulents, gazania, portulaca"
Sunflower- Classic Gold F1,Helianthus annuus,flower,Annual to 140cm; Dark centres with yellow-orange petals; Single stems and large flowers,65-72 days,30cm,10mm,"Full sun, moist well drained soil",Spring and early summer,7-14 days @ 21-30°C,Sow direct or raise seedlings,Frost Hardy Annual,,"**Sunflower - Classic Gold F1** (*Helianthus annuus*) is a magnificent annual that reaches an impressive *120-140cm* in height, gracing your garden with single stems topped by large, pollen-free blooms. These striking flowers boast **dark centres** framed by **vibrant yellow to yellow-orange petals** that face forward, creating a cheerful display. Perfect for **cut flowers**, their pollen-free nature means no staining, while still offering nectar to **attract bees**. This unbranched variety is also ideal for **garden beds and borders**, bringing early-season color and beneficial insect activity. Please note, seeds saved from this variety will not grow true to type.",Yellow Flowers; Attracts beneficial insects,,Sunflower- Classic Gold F1_Helianthus annuus/Sunflower- Classic Gold F1_Helianthus annuus_1.jpg; Sunflower- Classic Gold F1_Helianthus annuus/Sunflower- Classic Gold F1_Helianthus annuus_2.jpg; Sunflower- Classic Gold F1_Helianthus annuus/Sunflower- Classic Gold F1_Helianthus annuus_3.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, April, May, August, September, October, November, December","March, April, May, June, July, August, September, October, November","January, February, March, April, May, June, July, August, September, October, November, December","corn, cucumber, squash, pumpkin, lettuce, marigold, nasturtium","potato, pole beans, fennel","tomato, pepper, carrot, radish, zinnia"
Sunflower- Compact Calypso Spray F1,Helianthus annuus,flower,Annual to 80cm; Dark centres and lemon yellow petals; Compact plants with multiple flowers,70-80 days,30cm,10mm,"Full sun, moist well drained soil",Spring and early summer,7-14 days @ 21-30°C,Sow direct or raise seedlings,Frost Hardy Annual,[Set as my climate](https://www.theseedcollection.com.au/sunflower-compact-calypso-spray#); Compact plants with multiple flowers; [Description](https://www.theseedcollection.com.au/sunflower-compact-calypso-spray#facts); [How To Grow](https://www.theseedcollection.com.au/sunflower-compact-calypso-spray#grow); [Shipping](https://www.theseedcollection.com.au/sunflower-compact-calypso-spray#shipping),"**Sunflower - Compact Calypso Spray F1** (*Helianthus annuus*) offers a delightful, compact beauty, growing to about *80cm* tall. This annual sunflower features **branched stems** that produce **multiple flowers per plant**, each with a **dark centre** and **lemon yellow petals**, sometimes kissed with a hint of peach. Its pollen-free nature makes it a wonderful choice for **cut flowers**, as it eliminates staining issues, and it still provides nectar to **attract bees**. This versatile plant is perfect for **garden beds and borders**, and even adds a bright splash of color to the **vegetable garden**. Seeds saved from this variety will not grow true to type.",Yellow Flowers; Attracts beneficial insects; Cut flowers; Borders; Beds; Ornamental use,,Sunflower- Compact Calypso Spray F1_Helianthus annuus/Sunflower- Compact Calypso Spray F1_Helianthus annuus_1.jpg; Sunflower- Compact Calypso Spray F1_Helianthus annuus/Sunflower- Compact Calypso Spray F1_Helianthus annuus_2.jpg; Sunflower- Compact Calypso Spray F1_Helianthus annuus/Sunflower- Compact Calypso Spray F1_Helianthus annuus_3.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, April, May, August, September, October, November, December","March, April, May, June, July, August, September, October, November","January, February, March, April, May, June, July, August, September, October, November, December","lettuce, spinach, cucumber, marigold, nasturtium, zinnia","potato, pole beans, fennel","carrot, radish, beet, bush beans, basil, parsley"
Sunflower- Compact Lilac Spray F1,Helianthus annuus,flower,Annual to 80cm; Dark centres with mauve and lemon petals; Compact plants with multiple flowers,65-70 days,30cm,10mm,"Full sun, moist well drained soil",Spring and early summer,7-14 days @ 21-30°C,Sow direct or raise seedlings,Frost Hardy Annual,[Set as my climate](https://www.theseedcollection.com.au/sunflower-compact-lilac-spray-p#); Compact plants with multiple flowers; [Description](https://www.theseedcollection.com.au/sunflower-compact-lilac-spray-p#facts); [How To Grow](https://www.theseedcollection.com.au/sunflower-compact-lilac-spray-p#grow); [Shipping](https://www.theseedcollection.com.au/sunflower-compact-lilac-spray-p#shipping),"**Sunflower - Compact Lilac Spray F1** (*Helianthus annuus*) is a charming, pollen-free annual that grows to approximately *80cm* with **branched stems** and a profusion of flowers. Each bloom features a **dark centre** surrounded by a unique ring of **mauve petals** that gracefully fade to **peach-lemon**. These multi-coloured beauties are perfect for **cut flowers**, offering a unique palette and no pollen staining, while still providing nectar to **attract bees**. This compact variety is wonderfully suited for **garden beds and borders**, and adds a vibrant, multi-hued accent to the **vegetable garden**. Seeds saved from this variety will not grow true to type.",Multi-Coloured Flowers; Attracts beneficial insects,,Sunflower- Compact Lilac Spray F1_Helianthus annuus/Sunflower- Compact Lilac Spray F1_Helianthus annuus_1.jpg; Sunflower- Compact Lilac Spray F1_Helianthus annuus/Sunflower- Compact Lilac Spray F1_Helianthus annuus_2.jpg; Sunflower- Compact Lilac Spray F1_Helianthus annuus/Sunflower- Compact Lilac Spray F1_Helianthus annuus_3.jpg; Sunflower- Compact Lilac Spray F1_Helianthus annuus/Sunflower- Compact Lilac Spray F1_Helianthus annuus_4.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, April, May, August, September, October, November, December","March, April, May, June, July, August, September, October, November","January, February, March, April, May, June, July, August, September, October, November, December","lettuce, spinach, cucumber, marigold, nasturtium, zinnia","potato, pole beans, fennel","carrot, radish, beet, bush beans, oregano, thyme"
Sunflower- Compact Sonnet F1,Helianthus annuus,flower,"Annual to 80cm; Dark centres, yellow-orange petals and a rust ring; Compact plants with multiple flowers",70-80 days,30cm,10mm,"Full sun, moist well drained soil",Spring and early summer,7-14 days @ 21-30°C,Sow direct or raise seedlings,Frost Hardy Annual,[Set as my climate](https://www.theseedcollection.com.au/sunflower-compact-sonnet-f1-p#); Compact plants with multiple flowers; [Description](https://www.theseedcollection.com.au/sunflower-compact-sonnet-f1-p#facts); [How To Grow](https://www.theseedcollection.com.au/sunflower-compact-sonnet-f1-p#grow); [Shipping](https://www.theseedcollection.com.au/sunflower-compact-sonnet-f1-p#shipping),"**Sunflower- Compact Sonnet F1** (*Helianthus annuus*) is a delightful annual sunflower that brings a burst of sunshine to your garden, reaching a manageable height of *60-80cm*. This variety boasts **multiple flowers per plant**, each featuring a striking dark center beautifully framed by **yellow-orange petals with a distinct rust ring**. Its compact, branched stems and dense foliage make it **ideal for garden beds, borders, and even as a cheerful addition to your vegetable patch**. As a **pollen-free** variety, it's perfect for those with allergies and ensures no staining when used as cut flowers, while still providing nectar to attract **beneficial bees**. For the best results, remember that seeds from this variety will not grow true to type if saved and resown.",Orange Flowers; Attracts beneficial insects,,Sunflower- Compact Sonnet F1_Helianthus annuus/Sunflower- Compact Sonnet F1_Helianthus annuus_1.jpg; Sunflower- Compact Sonnet F1_Helianthus annuus/Sunflower- Compact Sonnet F1_Helianthus annuus_2.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, April, May, August, September, October, November, December","March, April, May, June, July, August, September, October, November","January, February, March, April, May, June, July, August, September, October, November, December","lettuce, spinach, cucumber, marigold, nasturtium, zinnia","potato, pole beans, fennel","carrot, radish, beet, bush beans, sage, rosemary"
Sunflower- Compact Summer Spray F1,Helianthus annuus,flower,Annual to 80cm; Green centres and orange-yellow to yellow petals; Compact plants with multiple flowers,70-80 days,30cm,10mm,"Full sun, moist well drained soil",Spring and early summer,7-14 days @ 21-30°C,Sow direct or raise seedlings,Frost Hardy Annual,[Set as my climate](https://www.theseedcollection.com.au/sunflower-compact-summer-spray-f1-p#); Compact plants with multiple flowers; [Description](https://www.theseedcollection.com.au/sunflower-compact-summer-spray-f1-p#facts); [How To Grow](https://www.theseedcollection.com.au/sunflower-compact-summer-spray-f1-p#grow); [Shipping](https://www.theseedcollection.com.au/sunflower-compact-summer-spray-f1-p#shipping),"**Sunflower- Compact Summer Spray F1** (*Helianthus annuus*) offers a vibrant display with its **compact, bushy habit**, growing to approximately *60-80cm* tall. This annual sunflower is a prolific bloomer, producing **multiple flowers per plant** on strong, branched stems. Each bloom showcases **orange-yellow to yellow petals** surrounding a charming green center. These **pollen-free** flowers are a fantastic choice for cut arrangements, as they won't cause staining, and they continue to offer nectar, making them a magnet for **nectar-collecting bees**. **Compact Summer Spray F1** is wonderfully versatile, fitting beautifully into garden beds, borders, and even adding a splash of color to the vegetable garden. Please note that seeds saved from this variety will not grow true to type if resown.",Yellow Flowers; Attracts beneficial insects,,Sunflower- Compact Summer Spray F1_Helianthus annuus/Sunflower- Compact Summer Spray F1_Helianthus annuus_1.jpg; Sunflower- Compact Summer Spray F1_Helianthus annuus/Sunflower- Compact Summer Spray F1_Helianthus annuus_2.jpg; Sunflower- Compact Summer Spray F1_Helianthus annuus/Sunflower- Compact Summer Spray F1_Helianthus annuus_3.jpg,"September, October, November, December","August, September, October, November, December","January, February, March, April, May, August, September, October, November, December","March, April, May, June, July, August, September, October, November","January, February, March, April, May, June, July, August, September, October, November, December","lettuce, spinach, cucumber, marigold, nasturtium, zinnia","potato, pole beans, fennel","carrot, radish, beet, bush beans, chives, dill"
